"content","timestamp","post__pagename","post__timestamp","post__message","target__display","target__headline","target__url","target__description","target__image__src","target__image__label"
"""- Intet nyt under solen. Det varme, tørre og solrige vejr fortsætter, hedder det i prognosen."" #StopClickBait","24-07-2018 16:17","B.T.","24-07-2018 13:40","Så er der nyt fra DMI.","bt.dk","DMI med ny prognose: Det her vejr venter danskerne","https://www.bt.dk/samfund/dmi-med-ny-prognose-det-her-vejr-venter-danskerne","Læs mere her.","images/image_88.jpg","Billedet indeholder sandsynligvis: en eller flere personer, sko, himmel og friluftsliv"
"""Under et af Fødevarestyrelsens kontrolbesøg i forlystelsesparken Bonbonland fandt kontrollanten det, der bare overhovedet ikke må være der. Muselort på et lager med madvarer, slik og tilbehør."" #StopClickBait","23-07-2018 11:15","Smiley-Rapporten","23-07-2018 06:19","🤢","newsbreak.dk","Muselort fundet på madlager hos forlystelsespark","https://newsbreak.dk/lort-paa-mad-lageret-i-stor-forlystelsespark-se-bare-hvad-foedevarestyrelsen-fandt/","fødevarer","images/image_89.jpg","Ingen automatisk alternativ tekst tilgængelig."
"""Den svenske målmand kommer ifølge avisens oplysninger til at koste Roma 86 millioner danske kroner - svarende til 11,5 millioner euro."" #StopClickBait","22-07-2018 21:25","TV3 Sport Superliga","22-07-2018 21:22","BOOM ❗️","tv3sport.dk","Avis: FCK enige med AS Roma - så meget sælges Robin Olsen for","https://www.tv3sport.dk/sport/fodbold/nyheder/avis-fck-enige-med-as-roma-sa-meget-saelges-robin-olsen-for","Robin Olsen er ifølge en svenske avis særdeles tæt på at kunne kalde sig AS Roma-spiller.","images/image_90.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"""Burgerkæder og restauranter med kød som det vigtigste på menukortet er pressede her i Danmark. Det skyldes, at stadig flere danskere bliver vegetarer, mens andre indfører kødfri dage."" #StopClickBait","21-07-2018 21:15","B.T.","21-07-2018 16:48","Flere risikerer at dreje nøglen om. Bland dig i debatten: Er det en god eller dårlig udvikling?","bt.dk","Stor trussel mod landets bøfrestauranter","https://www.bt.dk/mad-og-vin/stor-trussel-mod-landets-boefrestauranter","","images/image_91.jpg","Billedet indeholder sandsynligvis: mad"
"""Der har været lidt for mange flyvende, ubudne gæster på McDonalds’ restaurant i Nørresundby."" #StopClickBait","19-07-2018 13:06","Smiley-Rapporten","19-07-2018 12:57","Ups! Den er ikke god. Fødevarestyrelsen skælder ud.","newsbreak.dk","Denne McDonalds-restaurant var overrendt af fluer","https://newsbreak.dk/foedevarestyrelsen-skaelder-ud-mcdonalds-restaurant-var-overrendt-af-fluer/","Fødevare","images/image_92.jpg","Billedet indeholder sandsynligvis: sky, himmel og friluftsliv"
"Aarhus. #StopClickBait","18-07-2018 10:44","Avisen.dk","18-07-2018 09:08","- Vi ved ikke med sikkerhed, hvorfor der kommer flere unge hjemløse, men tesen er, at de offentlige ydelser er faldet, der er blevet introduceret et kontanthjælpsloft og en ungeydelse, samtidig med at huspriserne stiger både i storbyerne og provinsen.","avisen.dk","Antallet af unge hjemløse eksploderer: Særligt én by slår alarm","https://www.avisen.dk/slaar-alarm-om-unge-hjemloese-i-disse-tider-vaelter_507541.aspx","Læs mere her.","images/image_93.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"""Domino's Pizza i Holbæk har fået en sur smiley og en bøde efter Fødevarestyrelsens seneste kontrolbesøg"" #StopClickBait","18-07-2018 10:19","Smiley-Rapporten","18-07-2018 06:06","Har du - ligesom mange andre - fået pizza fra denne kæde?","newsbreak.dk","Kendt pizzakæde i hygiejnekiks: Kød var lunkent - restauratørs kommentar helt i vejret","https://newsbreak.dk/lunken-kylling-og-ulaekker-lugtekontrol-kendt-pizzakaede-i-hygiejnekiks/","Mad","images/image_94.jpg","Billedet indeholder sandsynligvis: mad"
"""»De fortsat faldende vandstande og varmen betyder, at der er rigtig gode kår for trådalger -  især langs kanterne. Og når trådalgerne går i forrådnelse, lugter det grimt. Vi forsøger at fjerne dem løbende, men det er en vanskelig opgave, da de stort set kommer igen, ligeså hurtigt som vi fjerner dem«, skriver Jakob Hjuler Tamsmark."" #StopClickBait","15-07-2018 15:04","B.T.","13-07-2018 17:42","Normalt sværmer Københavnerne om Søerne - men for tiden holder de sig helst væk 😵","bt.dk","Københavnerne i kvælende stank: Derfor lugter Søerne af gylle","https://www.bt.dk/danmark/koebenhavnerne-i-kvaelende-stank-derfor-lugter-soeerne-af-gylle","Læs mere her.","images/image_95.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der går, sko, træ, friluftsliv, vand og natur"
"""Den 30-årige angriber Martin Pusic har fået en toårig kontrakt i Superliga-klubben AC Horsens."" #StopClickBait","15-07-2018 10:53","TV3 Sport Superliga","15-07-2018 10:42","Bliver Pusic en succes i sin femte Superliga-klub?","tv3sport.dk","Officielt: Pusic skriver under med Superliga-klub","https://www.tv3sport.dk/sport/fodbold/nyheder/officielt-pusic-skriver-under-med-superliga-klub","Den 30-årige angriber Martin Pusic har fået en toårig kontrakt i Superliga-klubben AC Horsens.","images/image_96.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der dyrker sport"
"I USA ... ""Udbruddet får nu de amerikanske sundhedsmyndigheder til at tilbagekalde salaten fra 3000 restauranter i 14 stater for at være på den sikre side. Det skriver CNN."" #StopClickBait","15-07-2018 01:06","B.T.","14-07-2018 18:11","Føj! 🤮","bt.dk","McDonald’s trækker produkt\ntilbage fra 3000 restauranter","https://www.bt.dk/udland/mcdonalds-tilbagekalder-salat-fra-3000-amerikanske-restauranter-efter-melding-om-61","Læs mere her.","images/image_97.jpg","Billedet indeholder sandsynligvis: mad"
"Der er overtryk i flasken. ""Der er tale om læskedrikken Økologisk Karma Kombucha Ginger med holdbarhedsdato 14-02-2019, der kommer fra firmaet Solhjulet A/S."" #StopClickBait","13-07-2018 13:53","Smiley-Rapporten","13-07-2018 13:28","Stil den fra dig - NU!","newsbreak.dk","Denne læskedrik skal du passe på: Flasken kan eksplodere i hånden på dig","https://newsbreak.dk/eksplosiv-laeskedrik-tilbagekaldt-der-er-overtryk-i-flaskerne/","fødevare","images/image_98.jpg","Billedet indeholder sandsynligvis: en eller flere personer, himmel og friluftsliv"
"""Da Angelica kom ud til sin kæreste, så hun, at den var god nok. 422 kondomer fyldte postkassen til randen."" #StopClickBait","12-07-2018 17:14","","","","bt.dk","Kærestepar brød ud i latter da de åbnede postkassen: 'Vi troede det var en prank'","https://www.bt.dk/udland/kaerestepar-broed-ud-i-latter-da-de-aabnede-postkassen-vi-troede-det-var-en-prank","Læs mere her.","images/image_99.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står, himmel, friluftsliv, natur og vand"
"""Mindst 145 syge gæster, manglende rengøring og mus og rotter – ni gange på fem år har en af bowlingkæden Bowl’n’Funs bowlinghaller fået en sur smiley, når Fødevarestyrelsen har været på kontrolbesøg."" #StopClickBait","12-07-2018 14:39","Smiley-Rapporten","12-07-2018 14:02","Puh... man må da næsten håbe, at skoene er renere end buffetten...","newsbreak.dk","Bowl'n'Forfærdelig hygiejne: Bowlingkæde scorer sure smileyer på stribe","https://newsbreak.dk/folk-er-blevet-syge-paa-stribe-bowlingkaede-har-naesten-en-strike-i-sure-smileyer/","Måske man lige skal overveje en ekstra gang inden der skal tages kegler næste gang...","images/image_100.jpg","Billedet indeholder sandsynligvis: en eller flere personer og dagligstue"
"""Nordsjællands Politi er onsdag aften massivt til stede med flere patruljer i området Lundtoftevej/Akademivej i Lyngby, der ligger ved DTU (Danmarks Tekniske Universitet) i Nordsjælland. Det fortæller vagtchefen ved Nordsjællands Politi til B.T."" #StopClickBait","11-07-2018 19:15","B.T.","11-07-2018 18:39","LIGE NU:","bt.dk","Politi massivt til stede - anmeldelse om skyderi nær universitet","https://www.bt.dk/krimi/politi-massivt-til-stede-efter-skyderi-i-nordsjaelland","Læs mere her.","images/image_101.jpg","Billedet indeholder sandsynligvis: bil og friluftsliv"
"""I hvert fald advarer Gribskov Kommune nu mod at bade på to strande - Smidstrup Strand og Gilleleje Veststrand - da der er for mange e-colibakterier i vandet. Det skriver kommunen selv på sin Facebookside."" #StopClickBait","11-07-2018 17:44","B.T.","11-07-2018 14:40","Del advarslen - badende danskere risikerer at blive syge 🤒","bt.dk","Kommune advarer: På disse to strande må du IKKE bade","https://www.bt.dk/samfund/kommune-advarer-badegaester-der-er-hoeje-maengder-bakterier-i-vandet","Læs mere her.","images/image_102.jpg","Billedet indeholder sandsynligvis: en eller flere personer, ocean, barn, friluftsliv og vand"
"""En regel, hun kaldte 'Michael-rationering', hvor hun ikke måtte tale om ham eller med ham. Kun én gang om ugen måtte hun snakke med en veninde om ham."" #StopClickBait","09-07-2018 16:43","B.T.","09-07-2018 13:46","Det lyder som en god skilsmisseregel. Hvad synes du? 🤔","bt.dk","Én regel hjalp hende\nigennem skilsmissen","https://www.bt.dk/kendte/mette-walsted-vestergaard-om-skilsmissen-man-sidder-og-sovser-rundt-i-det","Læs mere her.","images/image_103.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"""»Det her med, at Roskilde Festival laver konkurrencer om at komme først, det er farligt. Næste gang, nogen dør på Roskilde Festival er det i et ræs som det ved åbningen, ikke ved en koncert,« siger hun."" #StopClickBait","07-07-2018 01:09","B.T.","06-07-2018 19:51","Madeleine er rasende på Roskilde Festival over nyt tiltag:","bt.dk","'Jeg troede, jeg skulle dø'","https://www.bt.dk/musikfestivaler/madeleine-er-rasende-paa-roskilde-festival-over-nyt-tiltag-jeg-troede-jeg","Læs mere her.","images/image_104.jpg","Billedet indeholder sandsynligvis: en eller flere personer, solbriller og friluftsliv"
"""Det har fået det schweiziske medie RTS til at kigge Brasiliens fire VM-kampe igennem for at finde ud af, hvor meget Neymar reelt bruger på ikke at spille fodbold. Svaret er, at han indtil videre har ligget ned i 13 minutter og 50 sekunder."" #StopClickBait","05-07-2018 17:24","","","","sport.tv2.dk","Neymar under hård kritik – så lang tid har han ligget ned under VM","http://sport.tv2.dk/fodbold/2018-07-05-neymar-under-haard-kritik-saa-lang-tid-har-han-ligget-ned-under-vm","Den brasilianske landsholdsspiller har fået meget kritik for at falde let og overdrive under VM.","images/image_105.jpg","Billedet indeholder sandsynligvis: en eller flere personer, sko, græs og friluftsliv"
"""Der er tale om majs, der solgt under navnene Coop Ekstra søde majs og Ekstra søde majs i pakker med 650 gram i hver."" #StopClickBait","05-07-2018 15:06","Smiley-Rapporten","05-07-2018 14:46","Også andre fødevarer kan have den livsfarlige bakterie.","newsbreak.dk","Dansker død af listeria i MAJS - se hvilke her","https://newsbreak.dk/dansker-doed-af-listeria-majs-tilbagekaldt/","Tjek fryseren - i alt er indtil videre fire smittet med den dødelige sygdom","images/image_106.jpg","Billedet indeholder sandsynligvis: mad"
"""12 ansatte på den økologiske gård Haugaard ved Gabøl vest for Haderslev må konstatere, at deres arbejdsplads er gået konkurs."" #StopClickBait","05-07-2018 14:23","","","","avisen.dk","Kæmpe mælkeproducent går konkurs","https://www.avisen.dk/en-af-de-stoerste-oeko-producenter-er-gaaet-konkurs_505940.aspx","Læs mere her.","images/image_107.jpg","Billedet indeholder sandsynligvis: friluftsliv"
"Lyden var dårlig ... #StopClickBait","05-07-2018 11:53","B.T.","05-07-2018 07:40","Piberi - eller har de skuffede fans en pointe?","bt.dk","‘I har ødelagt en koncert, jeg har glædet mig til, siden jeg var 9’","https://www.bt.dk/musik/raser-over-eminem-koncert-i-har-oedelagt-en-koncert-jeg-har-glaedet-mig-til-siden","Læs mere her.","images/image_108.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk på scenen, nat og koncert"
"""Det danske modebrand Barbara I Gongini er gået konkurs."" #StopClickBait","05-07-2018 11:09","","","","bt.dk","Dansk modebrand har begæret sig konkurs","https://www.bt.dk/erhverv/klar-til-jour-dansk-modebrand-har-begaeret-sig-konkurs","Læs mere her.","images/image_109.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og sko"
"""Pengene er blevet brugt på betale lån ud på han og konens hus, mens de regner med, at de sidste kroner, de endnu har tilbage, skal bruges på en bryllupsrejse, selvom det er otte år siden, at de blev gift. Derudover par parret kastet lidt penge efter familien."" #StopClickBait","05-07-2018 00:36","B.T.","04-07-2018 21:59","Pengene fik hurtigt ben at gå på 💵💵","bt.dk","Dansk Lotto-vinder har brugt million-gevinst på få uger","https://www.bt.dk/danmark/dansk-lotto-vinder-har-brugt-million-gevinst-paa-faa-uger","Læs mere her.","images/image_110.jpg","Ingen automatisk alternativ tekst tilgængelig."
"Prisen nævnes ikke ... #StopClickBait","05-07-2018 00:27","","","","seoghoer.dk","Janni inviterede Karsten ud at spise: Han var ved at besvime, da han så prisen | SE og HØR","https://www.seoghoer.dk/realitv/forsidefruer/janni-inviterede-karsten-ud-spise-han-var-ved-besvime-da-han-saa-prisen","Karsten Ree har aldrig været en mand, der ville bruge penge på dyre restaurantbesøg. Så da Janni inviterede ham på fødselsdagsmiddag, var han ved at ryge ned af stolen, da han så prisen","images/image_111.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og friluftsliv"
"""Den amerikanske skuespiller Neil Patrick Harris har besøgt den danske restaturant Noma, og stjernen flyder over af begejstring for de mange særlige retter, han satte tænderne i."" #StopClickBait","02-07-2018 21:36","B.T.","02-07-2018 12:50","Han beskrev restauranten med ordene 'simpelthen episk' ✨🙌","bt.dk","Verdensstjerne i svime over dansk restaurant","https://www.bt.dk/kendte/klar-til-jour-amerikansk-verdensstjerne-i-svime-over-dansk-restaurant-simpelthen","Læs mere her.","images/image_112.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"""Seks år efter han forlod 'Løverne' er Dame N'Doye tilbage i FC København."" #StopClickBait","02-07-2018 13:57","TV3 Sport Superliga","02-07-2018 13:55","BREAKING","tv3sport.dk","FCK tager fusen på alle: Solbakken henter klublegende tilbage","https://www.tv3sport.dk/sport/fodbold/nyheder/fck-tager-fusen-pa-alle-solbakken-henter-klublegende-tilbage","FC København har netop offenliggjort signingen af en af de gamle fanfavoritter.","images/image_113.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"""Alkohol og bilkørsel er absolut uforeneligt, og nu sætter politiet resolut ind mod spritbilisterne i en hel måned."" #StopClickBait","02-07-2018 12:31","B.T.","02-07-2018 11:55","Politiet sætter resolut ind mod specifikke bilister i en hel måned.","bt.dk","Politiet advarer: Disse bilister går vi efter hele juli","https://www.bt.dk/danmark/klar-til-jour-politiet-advarer-disse-bilister-sigter-vi-mod-den-kommende-maaned","Læs mere her.","images/image_114.jpg","Billedet indeholder sandsynligvis: en eller flere personer og bil"
"""»Det har været koldt og hårdt, for at være helt ærlig. Det er også hårdt at slå et telt op i mørke og ikke vide, om du skal tage det ned igen. Vi kan ikke slappe af, vi sidder her, og det ligner, vi hygger os, men vi har ikke en camp og kan ikke gå herfra,« lyder det fra Asta Malmgren, da B.T. møder hende søndag formiddag."" #StopClickBait","01-07-2018 18:32","B.T.","01-07-2018 17:05","Er du enig med Asta i, at det er festivalens ansvar? 🤔","bt.dk","Asta på Roskilde: ’Det kan simpelthen ikke være rigtigt’","https://www.bt.dk/musikfestivaler/20-aarige-asta-raser-over-roskilde-festival-vi-kalder-det-flygtningelejre","Læs mere her.","images/image_115.jpg","Billedet indeholder sandsynligvis: en eller flere personer, hat og nærbillede"
"""SPØGELSESBILIST: Silkeborgmotorvejen fra Herning, afkørsel 16 (Messehallerne)  mod Silkeborg. Pas på derude!!"" #StopClickBait","30-06-2018 18:02","B.T.","30-06-2018 16:54","Opdateret.","bt.dk","Politiet advarer mod spøgelsesbilist - 'Pas på derude!!'","https://www.bt.dk/krimi/politiet-advarer-mod-spoegelsesbilist","","images/image_116.jpg","Billedet indeholder sandsynligvis: bil og friluftsliv"
"""Iværksættere bør ikke sælge deres livsværk, så snart de kan få lidt penge for det, mener Jysk-stifter Lars Larsen."" #StopClickBait","30-06-2018 17:34","Avisen.dk","30-06-2018 16:51","Er du enig?","avisen.dk","Dyne-Larsen langer ud efter kolleger: ""En falliterklæring""","https://www.avisen.dk/dyne-larsen-langer-ud-efter-kolleger-en-falliterkl_505292.aspx","Læs mere her.","images/image_117.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"""Superligaoprykkeren Esbjerg har skrevet kontrakt med den finske midtbanespiller Joni Kauko, som de seneste to sæsoner har spillet for Randers."" #StopClickBait","28-06-2018 09:18","TV3 Sport Superliga","28-06-2018 09:08","Superliga-oprykkerne fra Esbjerg fB henter forstærkning til midtbanen.","tv3sport.dk","Officielt: EfB henter forstærkning hos Superliga-konkurrenter","https://www.tv3sport.dk/sport/fodbold/nyheder/officielt-ef-b-henter-forstaerkning-hos-superliga-konkurrenter","Esbjerg fB har i dag hentet forstærkning til midtbanen.","images/image_118.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder og menneskemængde"
"En hjemmelavet ret ... ""Fødevarestyrelsen ønsker ikke at oplyse nærmere om, hvilken ret der var tale om."" #StopClickBait","22-06-2018 16:50","Smiley-Rapporten","22-06-2018 16:27","Kilden til det livsfarlige giftstof er nu fundet.","newsbreak.dk","Selskab ramt af ekstremt sjælden og livsfarlig forgiftning: Nu er årsagen fundet","https://newsbreak.dk/11-personer-indlagt-efter-livsfarlig-forgiftning-her-er-aarsagen/","Fødevarer","images/image_119.jpg","Billedet indeholder sandsynligvis: mad og indendørs"
"""I halvandet år forsøgte han at klare sig som selvstændig gulvsliber, men opgav, fordi han ikke tjente penge nok. I de seneste to år, har han levet af kontanthjælp, siger han til Ekstra Bladet."" #StopClickBait","16-06-2018 16:59","Avisen.dk","16-06-2018 16:13","Manden satte ild til beskæftigelses-debatten for seks år siden.","avisen.dk","Dovne Robert afslører: Det laver jeg i dag","https://www.avisen.dk/dovne-robert-afsloerer-det-laver-jeg-i-dag_503193.aspx","Læs mere her.","images/image_120.jpg","Billedet indeholder sandsynligvis: en eller flere personer, briller, skæg og nærbillede"
"""Oliver Schouws 4-årige dreng går i børnehaven Mikael, hvor børnene ikke må have tøj med print på, og det er han meget tilfreds med."" #StopClickBait","16-06-2018 14:02","","","","bt.dk","I denne børnehave er tøj med print forbudt: Vi skal beskytte børnene","https://www.bt.dk/danmark/klar-til-jour-olivers-soen-gaar-i-omdiskuteret-boernehave-vi-skal-beskytte","Læs mere her.","images/image_121.jpg","Ingen automatisk alternativ tekst tilgængelig."
"""Ifølge B.T.’s oplysninger er FC København og Bologna enige om en pris for Federico Santander, som angiveligt kommer til at koste omkring seks millioner euro - eller 45 millioner kroner."" #StopClickBait","16-06-2018 11:47","","","","bt.dk","BT afslører: FC København sælger stjerneangriber i stor millionhandel","https://www.bt.dk/superligaen/b.t.-afsloerer-fc-koebenhavn-saelger-stjerneangriber-i-stor-millionhandel","Læs mere her.","images/image_122.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der dyrker sport og friluftsliv"
"Lidl. Aldersgrænsen er 16 år. #StopClickBait","15-06-2018 20:44","B.T.","15-06-2018 16:45","Herved kommer det til at være det første supermarked i Danmark til at gøre dette.","bt.dk","Supermarked sætter aldersgrænse på køb af energidrikke","https://www.bt.dk/danmark/lidl-saetter-aldersgraense-paa-koeb-af-energidrikke","Læs mere her.","images/image_123.jpg","Billedet indeholder sandsynligvis: drink"
"""I øvrigt er Mario Götze ikke den eneste sportsstjerne, der har aflyst et planlagt bryllup. Det samme skete i 2014 for den danske tennisspiller Caroline Wozniacki, da hendes daværende kæreste, golfspilleren Rory McIlroy, valgte at bryde forlovelsen få dage efter invitationerne var udsendt."" #StopClickBait","15-06-2018 17:01","","","","bt.dk","VM-heltens private nedtur: Laver 'en Wozniacki'","https://www.bt.dk/vm/vm-heltens-private-nedtur-laver-en-wozniacki","Læs mere her.","images/image_124.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"""Kunderne har talt. Arbejdernes Landsbank er den bedste bank, når man måler på kundernes tilfredshed, og Nordea er den værste."" #StopClickBait","15-06-2018 09:39","","","","bt.dk","Her er Danmarks værste bank - ifølge kunderne","https://www.bt.dk/erhverv/her-er-danmarks-vaerste-bank-ifoelge-kunderne","Læs mere her.","images/image_125.jpg","Ingen automatisk alternativ tekst tilgængelig."
"""Legende børn, der larmer, når de hopper på de meget populære trampoliner, bliver forbudt i Boligforeningen af 1944 i Nørresundby."" #StopClickBait","15-06-2018 07:44","B.T.","15-06-2018 07:00","Er det i orden at forbyde trampoliner i haverne?","bt.dk","Boligforening: Væk med trampolinerne - ellers bliver I smidt ud!","https://www.bt.dk/samfund/klar-til-jur-boligforening-forbyder-populaert-legeredskab","Læs mere her.","images/image_126.jpg","Billedet indeholder sandsynligvis: en eller flere personer, plante, træ, bro, friluftsliv og natur"
"""Alle 23 spillere i den danske VM-trup er sikret 739.000 kroner. Avancement fra gruppen vil få beløbet op over en million."" #StopClickBait","13-06-2018 08:25","TV 2 SPORT","12-06-2018 14:35","Alle 23 spillere i den danske VM-trup er sikret 💰","sport.tv2.dk","Så mange penge får de danske spillere for at spille VM","http://sport.tv2.dk/fodbold/2018-06-12-saa-mange-penge-faar-de-danske-spillere-for-at-spille-vm","","images/image_127.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"""I en lukket Facebook-gruppe med over 500 medlemmer gav jægeren Søren Behrens Hevring Kjeldsen en udførlig guide til, hvordan man slår en ulv ihjel på den mest pinefulde måde og slipper godt fra det."" Han er nu smidt ud af Kronjyllands jagtforening. #StopClickBait","12-06-2018 09:09","","","","bt.dk","Lavede guide til ulvedrab: Nu får sagen konsekvenser","https://www.bt.dk/danmark/lavede-guide-til-ulvedrab-nu-faar-sagen-konsekvenser","Læs mere her.","images/image_128.jpg","Billedet indeholder sandsynligvis: friluftsliv, natur og tekst"
"""For står der Bähncke Karry Mango-dressing på flasken, så lade være et hælde den på salaten, der er nemlig risiko for, at netop den dressing gærer."" #StopClickBait","11-06-2018 19:36","Smiley-Rapporten","11-06-2018 19:10","Har du spist? Ellers læs lige med her.","newsbreak.dk","ADR: Dressing kan være fyldt med mælkesyrebakterier","https://newsbreak.dk/dressing-kan-vaere-fyldt-med-maelkesyrebakterier-spis-den-ikke/","Tilbagekaldelse.","images/image_129.jpg","Billedet indeholder sandsynligvis: plante og mad"
"Glædestårer. Han fik en autograf. Drengen ventede sammen med sin mor på Ronaldo i lufthavnen. Løb hen til ham, da han så ham, fik en autograf og græd af glæde. #StopClickBait","11-06-2018 16:43","","","","bt.dk","Lille dreng efterladt i tårer efter møde med Ronaldo","https://www.bt.dk/vm/lille-dreng-efterladt-i-taarer-efter-moede-med-ronaldo","Læs mere her.","images/image_130.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der står"
"Enden er nær? ""Mange bilister vil nemlig ikke længere modtage trafikmeldinger, der i dag udsendes over FM-radio, påpeger han. – Det vil i værste fald kunne ende i ragnarok og trafikkaos, siger Rasmus Prehn.""... #StopClickBait Se mere","11-06-2018 11:21","Politirapporten Sjælland","11-06-2018 07:13","Det ser faktisk ud til at ramme en hel del af jer :(","newsbreak.dk","Dyr regning truer disse bilister: Bliver du ramt af dette?","https://newsbreak.dk/socialdemokrater-frygter-trafikalt-ragnarok-ved-fm-lukning/","Motor","images/image_131.jpg","Billedet indeholder sandsynligvis: en eller flere personer, kamera, telefon og nærbillede"
"Østrig. #StopClickBait","11-06-2018 11:05","B.T.","10-06-2018 06:50","»Parallelsamfund, politisk islam og tendenser i retning af radikalisering har ikke nogen plads i vores samfund.«","bt.dk","Europæisk land lukker syv moskéer og smider imamer ud","https://www.bt.dk/udland/oestrig-lukker-syv-moskeer-og-smider-imamer-ud","Læs mere her.","images/image_132.jpg","Billedet indeholder sandsynligvis: en eller flere personer og jakkesæt"
"""Kræftens Bekæmpelse anbefaler, at man begrænder indtaget af kød - især den forarbejdede."" #StopClickBait","10-06-2018 17:09","Smiley-Rapporten","10-06-2018 16:20","Du bør måske overveje at omlægge din kost ganske kraftigt!","newsbreak.dk","Kræftens Bekæmpelse advarer: Disse fødevarer er kræftfremkaldende","https://newsbreak.dk/det-meste-koed-er-kraeftfremkaldende/","Sundhed","images/image_133.jpg","Billedet indeholder sandsynligvis: blomst og mad"
"""»Han siger, at han ikke har set nogle større og siger så til mig, 'Du er da også en stor fætter', hvortil jeg bliver helt forbavset og svarer 'yes yes'. Jeg tænker: Bare lad mig komme væk herfra. Og så siger han, 'Du må til at spise noget mindre, det er da ikke min skyld',« fortæller den 22-årige kunde, der derefter forlod butikken."" #StopClickBait","07-06-2018 19:24","B.T.","06-06-2018 18:20","Har du prøvet noget tilsvarende? 😮","bt.dk","Prøvede shorts: Chokeret over ekspedients bemærkning","https://www.bt.dk/danmark/thomas-blev-kaldt-tyk-i-toejbutik-jeg-er-chokeret","Læs mere her.","images/image_134.jpg","Billedet indeholder sandsynligvis: en eller flere personer, træ, nærbillede, friluftsliv og natur"
"TO BE KEEN!  ""Et godt gammeldags engelsk ord, der betyder ivrig eller 'tændt på'. Dét syntes jeg passede godt. Katja Kean. Mit alter ego var født!"" #StopClickBait","06-06-2018 17:06","","","","bt.dk","Katja K afslører: Det betyder mit pornonavn i virkeligheden","https://www.bt.dk/blogs/klar-til-pub-katja-k-afsloerer-det-betyder-mit-pornonavn-i-virkeligheden","Læs mere her.","images/image_135.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"""Det er Løgismose Kyllingelår med sidste anvendelsesdato 4. juni 2018 og Lotmærkning 1391800921, der er tale om."" #StopClickBait","04-06-2018 16:02","Smiley-Rapporten","04-06-2018 15:56","Det er i hvert fald ikke det, I skal servere i aften :/","newsbreak.dk","Kan give ustyrlige smerter: Spis ikke denne kylling!","https://newsbreak.dk/foedevarestyrelsen-advarer-156-pakker-kyllingelaar/","Fødevarer","images/image_136.jpg","Billedet indeholder sandsynligvis: mad"
"""Helsingør skal nemlig møde Premier League-mandskabet Crystal Palace i en testkamp på Helsingør Stadion 12. juli, oplyser den nordsjællandske klub i en pressemeddelelse."" #StopClickBait","01-06-2018 18:02","TV3 Sport Superliga","01-06-2018 17:56","Det bliver en stor kamp for FC Helsingør-spillerne.👍🏴󠁧󠁢󠁥󠁮󠁧󠁿","tv3sport.dk","FC Helsingør skal møde Premier League-mandskab","https://www.tv3sport.dk/sport/fodbold/nyheder/fc-helsingor-skal-mode-premier-league-mandskab","Der kommer fint besøg på Helsingør Stadion denne sommer.","images/image_137.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"""Los Angeles. Skuespilleren Tom Cruise er torsdag begyndt indspilningerne af den længe ventede efterfølger til den ikoniske ""Top Gun"" fra 1986."" #StopClickBait","01-06-2018 00:37","","","","bt.dk","Starter indspilningerne af legendarisk 80'er-hit","https://www.bt.dk/udland/starter-indspilningerne-af-legendarisk-80er-hit","Læs mere her.","images/image_138.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"""»Helt teoretisk kan man forestille sig, hvis det er foregået tilstrækkeligt langt øst på, at trykbølgen lige netop har kunnet nå til Bornholm - og måske især til Østkysten, men jeg er absolut på glatis der,« siger han til TV 2/Bornholm."" #StopClickBait","29-05-2018 11:11","B.T.","28-05-2018 12:20","Rystelser og dyb buldren fra undergrunden har skabt forundring den seneste uge. 😲","bt.dk","Mystiske rystelser vækker undren på dansk ø - det er IKKE jordskælv","https://www.bt.dk/danmark/mystiske-rystelser-vaekker-undren-paa-dansk-oe-det-er-ikke-jordskaelv","","images/image_139.jpg","Billedet indeholder sandsynligvis: himmel, ocean, friluftsliv og natur"
